2026-07-26 10:02:40 | INFO  | ui_auto | ===== Playwright 引擎已启动 =====
2026-07-26 10:02:54 | INFO  | ui_auto | 等待元素隐藏: .ant-modal-body
2026-07-26 10:02:54 | INFO  | ui_auto | 企业选择完成，弹窗已关闭
2026-07-26 10:02:54 | INFO  | ui_auto | ===== 登录流程完成 =====
2026-07-26 10:02:54 | INFO  | ui_auto | 通过菜单导航 → 基础配置 → 账户管理
2026-07-26 10:02:55 | INFO  | ui_auto | 等待元素可点击: aside.ant-layout-sider li.ant-menu-item:has-text('账户管理')
2026-07-26 10:02:55 | INFO  | ui_auto | 点击元素成功: aside.ant-layout-sider li.ant-menu-item:has-text('账户管理')
2026-07-26 10:02:55 | INFO  | ui_auto | 等待网络空闲...
2026-07-26 10:02:57 | INFO  | ui_auto | 当前 URL: http://erp-dev.guanggujinxin.com/#/micro/erp/basic/account-management
2026-07-26 10:02:57 | INFO  | ui_auto | 等待元素可点击: .ant-tabs-tab:has-text('本方账户')
2026-07-26 10:02:57 | INFO  | ui_auto | 点击元素成功: .ant-tabs-tab:has-text('本方账户')
2026-07-26 10:02:58 | INFO  | ui_auto | 等待元素可点击: .ant-tabs-tab:has-text('往来账户')
2026-07-26 10:02:58 | INFO  | ui_auto | 点击元素成功: .ant-tabs-tab:has-text('往来账户')
2026-07-26 10:02:58 | INFO  | ui_auto | ========== test_account_switch_tab 通过 ==========
2026-07-26 10:02:58 | INFO  | ui_auto | ===== 用例上下文已关闭 =====
2026-07-26 10:03:00 | INFO  | ui_auto | 已设置 localStorage: debug_micro_apps=web-erp
2026-07-26 10:03:00 | INFO  | ui_auto | ========== test_add_customer_account 开始 ==========
2026-07-26 10:03:00 | INFO  | ui_auto | ===== 开始登录流程 =====
2026-07-26 10:03:00 | INFO  | ui_auto | 访问登录页面: http://erp-dev.guanggujinxin.com
2026-07-26 10:03:01 | INFO  | ui_auto | 等待网络空闲...
2026-07-26 10:03:02 | INFO  | ui_auto | 输入用户名: 15926689137
2026-07-26 10:03:02 | INFO  | ui_auto | 等待元素可见: input[placeholder*='手机']
2026-07-26 10:03:02 | INFO  | ui_auto | 输入文本成功: input[placeholder*='手机']
2026-07-26 10:03:02 | INFO  | ui_auto | 输入密码: ******
2026-07-26 10:03:02 | INFO  | ui_auto | 等待元素可见: input[type='password']
2026-07-26 10:03:02 | INFO  | ui_auto | 输入文本成功: input[type='password']
2026-07-26 10:03:02 | INFO  | ui_auto | 点击登录按钮
2026-07-26 10:03:02 | INFO  | ui_auto | 等待元素可点击: button:has-text('登 录')
2026-07-26 10:03:02 | INFO  | ui_auto | 点击元素成功: button:has-text('登 录')
2026-07-26 10:03:02 | INFO  | ui_auto | 等待网络空闲...
2026-07-26 10:03:02 | INFO  | ui_auto | 等待企业选择弹窗...
2026-07-26 10:03:02 | INFO  | ui_auto | 等待元素可见: .ant-modal-body
2026-07-26 10:03:03 | INFO  | ui_auto | 选择第一个企业
2026-07-26 10:03:03 | INFO  | ui_auto | 等待元素可点击: .ant-modal-body [style*='cursor: pointer']
2026-07-26 10:03:03 | INFO  | ui_auto | 点击元素成功: .ant-modal-body [style*='cursor: pointer']
2026-07-26 10:03:03 | INFO  | ui_auto | 等待网络空闲...
2026-07-26 10:03:03 | INFO  | ui_auto | 等待元素隐藏: .ant-modal-body
2026-07-26 10:03:03 | INFO  | ui_auto | 企业选择完成，弹窗已关闭
2026-07-26 10:03:03 | INFO  | ui_auto | ===== 登录流程完成 =====
2026-07-26 10:03:03 | INFO  | ui_auto | 通过菜单导航 → 基础配置 → 账户管理
2026-07-26 10:03:04 | INFO  | ui_auto | 等待元素可点击: aside.ant-layout-sider li.ant-menu-item:has-text('账户管理')
2026-07-26 10:03:04 | INFO  | ui_auto | 点击元素成功: aside.ant-layout-sider li.ant-menu-item:has-text('账户管理')
2026-07-26 10:03:04 | INFO  | ui_auto | 等待网络空闲...
2026-07-26 10:03:06 | INFO  | ui_auto | 当前 URL: http://erp-dev.guanggujinxin.com/#/micro/erp/basic/account-management
2026-07-26 10:03:06 | INFO  | ui_auto | 等待元素可点击: .ant-tabs-tab:has-text('往来账户')
2026-07-26 10:03:06 | INFO  | ui_auto | 点击元素成功: .ant-tabs-tab:has-text('往来账户')
2026-07-26 10:03:07 | INFO  | ui_auto | 点击新建按钮
2026-07-26 10:03:07 | INFO  | ui_auto | 等待元素可点击: button:has-text('新 建')
2026-07-26 10:03:07 | INFO  | ui_auto | 点击元素成功: button:has-text('新 建')
2026-07-26 10:03:07 | INFO  | ui_auto | 等待元素可见: .ant-modal:visible, .ant-modal-wrap:not([style*='display: none']) .ant-modal
2026-07-26 10:03:07 | INFO  | ui_auto | 新增弹窗已打开
2026-07-26 10:03:07 | INFO  | ui_auto | 选择往来客户: 腾讯
2026-07-26 10:03:08 | INFO  | ui_auto | 已选择客户
2026-07-26 10:03:08 | INFO  | ui_auto | 填写账户表单: 账号=62031387, 户名=测试户名031387
2026-07-26 10:03:08 | INFO  | ui_auto | 账号已填入 input#1
2026-07-26 10:03:08 | INFO  | ui_auto | 户名已填入
2026-07-26 10:03:08 | INFO  | ui_auto | 备注已填入: 自动化测试
2026-07-26 10:03:08 | INFO  | ui_auto | 选择开户行: 中国银行
2026-07-26 10:03:09 | INFO  | ui_auto | 已选择开户行: 中国银行
2026-07-26 10:03:09 | INFO  | ui_auto | 提交账户表单
2026-07-26 10:03:09 | INFO  | ui_auto | 等待元素可点击: .ant-modal .ant-modal-footer button.ant-btn-primary
2026-07-26 10:03:09 | INFO  | ui_auto | 点击元素成功: .ant-modal .ant-modal-footer button.ant-btn-primary
2026-07-26 10:03:09 | INFO  | ui_auto | 等待元素隐藏: .ant-modal
2026-07-26 10:03:10 | INFO  | ui_auto | 等待网络空闲...
2026-07-26 10:03:10 | INFO  | ui_auto | 账户表单已提交，弹窗已关闭
2026-07-26 10:03:10 | INFO  | ui_auto | 搜索往来客户: 腾讯
2026-07-26 10:03:10 | INFO  | ui_auto | 等待元素可见: input[placeholder='请输入往来客户']
2026-07-26 10:03:10 | INFO  | ui_auto | 输入文本成功: input[placeholder='请输入往来客户']
2026-07-26 10:03:10 | INFO  | ui_auto | 等待元素可点击: button:has-text('查 询')
2026-07-26 10:03:10 | INFO  | ui_auto | 点击元素成功: button:has-text('查 询')
2026-07-26 10:03:10 | INFO  | ui_auto | 等待网络空闲...
2026-07-26 10:03:10 | INFO  | ui_auto | 新增往来账户: 62031387 / 测试户名031387
2026-07-26 10:03:10 | INFO  | ui_auto | ========== test_add_customer_account 通过 ==========
2026-07-26 10:03:10 | INFO  | ui_auto | ===== 用例上下文已关闭 =====
2026-07-26 10:03:12 | INFO  | ui_auto | 已设置 localStorage: debug_micro_apps=web-erp
2026-07-26 10:03:12 | INFO  | ui_auto | ========== test_add_self_account 开始 ==========
2026-07-26 10:03:12 | INFO  | ui_auto | ===== 开始登录流程 =====
2026-07-26 10:03:12 | INFO  | ui_auto | 访问登录页面: http://erp-dev.guanggujinxin.com
2026-07-26 10:03:12 | INFO  | ui_auto | 等待网络空闲...
2026-07-26 10:03:13 | INFO  | ui_auto | 输入用户名: 15926689137
2026-07-26 10:03:13 | INFO  | ui_auto | 等待元素可见: input[placeholder*='手机']
2026-07-26 10:03:13 | INFO  | ui_auto | 输入文本成功: input[placeholder*='手机']
2026-07-26 10:03:13 | INFO  | ui_auto | 输入密码: ******
2026-07-26 10:03:13 | INFO  | ui_auto | 等待元素可见: input[type='password']
2026-07-26 10:03:13 | INFO  | ui_auto | 输入文本成功: input[type='password']
2026-07-26 10:03:13 | INFO  | ui_auto | 点击登录按钮
2026-07-26 10:03:13 | INFO  | ui_auto | 等待元素可点击: button:has-text('登 录')
2026-07-26 10:03:13 | INFO  | ui_auto | 点击元素成功: button:has-text('登 录')
2026-07-26 10:03:13 | INFO  | ui_auto | 等待网络空闲...
2026-07-26 10:03:13 | INFO  | ui_auto | 等待企业选择弹窗...
2026-07-26 10:03:13 | INFO  | ui_auto | 等待元素可见: .ant-modal-body
2026-07-26 10:03:14 | INFO  | ui_auto | 选择第一个企业
2026-07-26 10:03:14 | INFO  | ui_auto | 等待元素可点击: .ant-modal-body [style*='cursor: pointer']
2026-07-26 10:03:15 | INFO  | ui_auto | 点击元素成功: .ant-modal-body [style*='cursor: pointer']
2026-07-26 10:03:15 | INFO  | ui_auto | 等待网络空闲...
2026-07-26 10:03:15 | INFO  | ui_auto | 等待元素隐藏: .ant-modal-body
2026-07-26 10:03:15 | INFO  | ui_auto | 企业选择完成，弹窗已关闭
2026-07-26 10:03:15 | INFO  | ui_auto | ===== 登录流程完成 =====
2026-07-26 10:03:15 | INFO  | ui_auto | 通过菜单导航 → 基础配置 → 账户管理
2026-07-26 10:03:16 | INFO  | ui_auto | 等待元素可点击: aside.ant-layout-sider li.ant-menu-item:has-text('账户管理')
2026-07-26 10:03:16 | INFO  | ui_auto | 点击元素成功: aside.ant-layout-sider li.ant-menu-item:has-text('账户管理')
2026-07-26 10:03:16 | INFO  | ui_auto | 等待网络空闲...
2026-07-26 10:03:18 | INFO  | ui_auto | 当前 URL: http://erp-dev.guanggujinxin.com/#/micro/erp/basic/account-management
2026-07-26 10:03:18 | INFO  | ui_auto | 等待元素可点击: .ant-tabs-tab:has-text('本方账户')
2026-07-26 10:03:18 | INFO  | ui_auto | 点击元素成功: .ant-tabs-tab:has-text('本方账户')
2026-07-26 10:03:19 | INFO  | ui_auto | 点击新建按钮
2026-07-26 10:03:19 | INFO  | ui_auto | 等待元素可点击: button:has-text('新 建')
2026-07-26 10:03:19 | INFO  | ui_auto | 点击元素成功: button:has-text('新 建')
2026-07-26 10:03:19 | INFO  | ui_auto | 等待元素可见: .ant-modal:visible, .ant-modal-wrap:not([style*='display: none']) .ant-modal
2026-07-26 10:03:19 | INFO  | ui_auto | 新增弹窗已打开
2026-07-26 10:03:19 | INFO  | ui_auto | 填写账户表单: 账号=031399, 户名=本方测试031399
2026-07-26 10:03:19 | INFO  | ui_auto | 账号已填入 input#0
2026-07-26 10:03:19 | INFO  | ui_auto | 户名已填入
2026-07-26 10:03:19 | INFO  | ui_auto | 备注已填入: 自动化本方测试
2026-07-26 10:03:19 | INFO  | ui_auto | 选择开户行: 中国银行
2026-07-26 10:03:20 | INFO  | ui_auto | 已选择开户行: 中国银行
2026-07-26 10:03:20 | INFO  | ui_auto | 提交账户表单
2026-07-26 10:03:20 | INFO  | ui_auto | 等待元素可点击: .ant-modal .ant-modal-footer button.ant-btn-primary
2026-07-26 10:03:20 | INFO  | ui_auto | 点击元素成功: .ant-modal .ant-modal-footer button.ant-btn-primary
2026-07-26 10:03:20 | INFO  | ui_auto | 等待元素隐藏: .ant-modal
2026-07-26 10:03:20 | INFO  | ui_auto | 等待网络空闲...
2026-07-26 10:03:20 | INFO  | ui_auto | 账户表单已提交，弹窗已关闭
2026-07-26 10:03:20 | INFO  | ui_auto | 新增本方账户: 031399 / 本方测试031399
2026-07-26 10:03:20 | INFO  | ui_auto | ========== test_add_self_account 通过 ==========
2026-07-26 10:03:20 | INFO  | ui_auto | ===== 用例上下文已关闭 =====
2026-07-26 10:03:21 | INFO  | ui_auto | ===== Playwright 引擎已关闭 =====
2026-07-26 10:03:27 | INFO  | ui_auto | ===== Playwright 引擎已启动 =====
2026-07-26 10:03:29 | INFO  | ui_auto | 已设置 localStorage: debug_micro_apps=web-erp
2026-07-26 10:03:29 | INFO  | ui_auto | ========== test_account_list_loads 开始 ==========
2026-07-26 10:03:29 | INFO  | ui_auto | ===== 开始登录流程 =====
2026-07-26 10:03:29 | INFO  | ui_auto | 访问登录页面: http://erp-dev.guanggujinxin.com
2026-07-26 10:03:29 | INFO  | ui_auto | 等待网络空闲...
2026-07-26 10:03:30 | INFO  | ui_auto | 输入用户名: 15926689137
2026-07-26 10:03:30 | INFO  | ui_auto | 等待元素可见: input[placeholder*='手机']
2026-07-26 10:03:30 | INFO  | ui_auto | 输入文本成功: input[placeholder*='手机']
2026-07-26 10:03:30 | INFO  | ui_auto | 输入密码: ******
2026-07-26 10:03:30 | INFO  | ui_auto | 等待元素可见: input[type='password']
2026-07-26 10:03:30 | INFO  | ui_auto | 输入文本成功: input[type='password']
2026-07-26 10:03:30 | INFO  | ui_auto | 点击登录按钮
2026-07-26 10:03:30 | INFO  | ui_auto | 等待元素可点击: button:has-text('登 录')
2026-07-26 10:03:30 | INFO  | ui_auto | 点击元素成功: button:has-text('登 录')
2026-07-26 10:03:30 | INFO  | ui_auto | 等待网络空闲...
2026-07-26 10:03:30 | INFO  | ui_auto | 等待企业选择弹窗...
2026-07-26 10:03:30 | INFO  | ui_auto | 等待元素可见: .ant-modal-body
2026-07-26 10:03:31 | INFO  | ui_auto | 选择第一个企业
2026-07-26 10:03:31 | INFO  | ui_auto | 等待元素可点击: .ant-modal-body [style*='cursor: pointer']
2026-07-26 10:03:31 | INFO  | ui_auto | 点击元素成功: .ant-modal-body [style*='cursor: pointer']
2026-07-26 10:03:31 | INFO  | ui_auto | 等待网络空闲...
2026-07-26 10:03:31 | INFO  | ui_auto | 等待元素隐藏: .ant-modal-body
2026-07-26 10:03:32 | INFO  | ui_auto | 企业选择完成，弹窗已关闭
2026-07-26 10:03:32 | INFO  | ui_auto | ===== 登录流程完成 =====
2026-07-26 10:03:32 | INFO  | ui_auto | 通过菜单导航 → 基础配置 → 账户管理
2026-07-26 10:03:32 | INFO  | ui_auto | 等待元素可点击: aside.ant-layout-sider li.ant-menu-item:has-text('账户管理')
2026-07-26 10:03:33 | INFO  | ui_auto | 点击元素成功: aside.ant-layout-sider li.ant-menu-item:has-text('账户管理')
2026-07-26 10:03:33 | INFO  | ui_auto | 等待网络空闲...
2026-07-26 10:03:35 | INFO  | ui_auto | 当前 URL: http://erp-dev.guanggujinxin.com/#/micro/erp/basic/account-management
2026-07-26 10:03:35 | INFO  | ui_auto | ========== test_account_list_loads 通过 ==========
2026-07-26 10:03:35 | INFO  | ui_auto | ===== 用例上下文已关闭 =====
2026-07-26 10:03:37 | INFO  | ui_auto | 已设置 localStorage: debug_micro_apps=web-erp
2026-07-26 10:03:37 | INFO  | ui_auto | ========== test_account_switch_tab 开始 ==========
2026-07-26 10:03:37 | INFO  | ui_auto | ===== 开始登录流程 =====
2026-07-26 10:03:37 | INFO  | ui_auto | 访问登录页面: http://erp-dev.guanggujinxin.com
2026-07-26 10:03:37 | INFO  | ui_auto | 等待网络空闲...
2026-07-26 10:03:38 | INFO  | ui_auto | 输入用户名: 15926689137
2026-07-26 10:03:38 | INFO  | ui_auto | 等待元素可见: input[placeholder*='手机']
2026-07-26 10:03:38 | INFO  | ui_auto | 输入文本成功: input[placeholder*='手机']
2026-07-26 10:03:38 | INFO  | ui_auto | 输入密码: ******
2026-07-26 10:03:38 | INFO  | ui_auto | 等待元素可见: input[type='password']
2026-07-26 10:03:38 | INFO  | ui_auto | 输入文本成功: input[type='password']
2026-07-26 10:03:38 | INFO  | ui_auto | 点击登录按钮
2026-07-26 10:03:38 | INFO  | ui_auto | 等待元素可点击: button:has-text('登 录')
2026-07-26 10:03:38 | INFO  | ui_auto | 点击元素成功: button:has-text('登 录')
2026-07-26 10:03:38 | INFO  | ui_auto | 等待网络空闲...
2026-07-26 10:03:38 | INFO  | ui_auto | 等待企业选择弹窗...
2026-07-26 10:03:38 | INFO  | ui_auto | 等待元素可见: .ant-modal-body
2026-07-26 10:03:39 | INFO  | ui_auto | 选择第一个企业
2026-07-26 10:03:39 | INFO  | ui_auto | 等待元素可点击: .ant-modal-body [style*='cursor: pointer']
2026-07-26 10:03:39 | INFO  | ui_auto | 点击元素成功: .ant-modal-body [style*='cursor: pointer']
2026-07-26 10:03:39 | INFO  | ui_auto | 等待网络空闲...
2026-07-26 10:03:39 | INFO  | ui_auto | 等待元素隐藏: .ant-modal-body
2026-07-26 10:03:39 | INFO  | ui_auto | 企业选择完成，弹窗已关闭
2026-07-26 10:03:39 | INFO  | ui_auto | ===== 登录流程完成 =====
2026-07-26 10:03:39 | INFO  | ui_auto | 通过菜单导航 → 基础配置 → 账户管理
2026-07-26 10:03:40 | INFO  | ui_auto | 等待元素可点击: aside.ant-layout-sider li.ant-menu-item:has-text('账户管理')
2026-07-26 10:03:40 | INFO  | ui_auto | 点击元素成功: aside.ant-layout-sider li.ant-menu-item:has-text('账户管理')
2026-07-26 10:03:40 | INFO  | ui_auto | 等待网络空闲...
2026-07-26 10:03:42 | INFO  | ui_auto | 当前 URL: http://erp-dev.guanggujinxin.com/#/micro/erp/basic/account-management
2026-07-26 10:03:42 | INFO  | ui_auto | 等待元素可点击: .ant-tabs-tab:has-text('本方账户')
2026-07-26 10:03:42 | INFO  | ui_auto | 点击元素成功: .ant-tabs-tab:has-text('本方账户')
2026-07-26 10:03:43 | INFO  | ui_auto | 等待元素可点击: .ant-tabs-tab:has-text('往来账户')
2026-07-26 10:03:43 | INFO  | ui_auto | 点击元素成功: .ant-tabs-tab:has-text('往来账户')
2026-07-26 10:03:43 | INFO  | ui_auto | ========== test_account_switch_tab 通过 ==========
2026-07-26 10:03:43 | INFO  | ui_auto | ===== 用例上下文已关闭 =====
2026-07-26 10:03:45 | INFO  | ui_auto | 已设置 localStorage: debug_micro_apps=web-erp
2026-07-26 10:03:45 | INFO  | ui_auto | ========== test_add_customer_account 开始 ==========
2026-07-26 10:03:45 | INFO  | ui_auto | ===== 开始登录流程 =====
2026-07-26 10:03:45 | INFO  | ui_auto | 访问登录页面: http://erp-dev.guanggujinxin.com
2026-07-26 10:03:45 | INFO  | ui_auto | 等待网络空闲...
2026-07-26 10:03:47 | INFO  | ui_auto | 输入用户名: 15926689137
2026-07-26 10:03:47 | INFO  | ui_auto | 等待元素可见: input[placeholder*='手机']
2026-07-26 10:03:47 | INFO  | ui_auto | 输入文本成功: input[placeholder*='手机']
2026-07-26 10:03:47 | INFO  | ui_auto | 输入密码: ******
2026-07-26 10:03:47 | INFO  | ui_auto | 等待元素可见: input[type='password']
2026-07-26 10:03:47 | INFO  | ui_auto | 输入文本成功: input[type='password']
2026-07-26 10:03:47 | INFO  | ui_auto | 点击登录按钮
2026-07-26 10:03:47 | INFO  | ui_auto | 等待元素可点击: button:has-text('登 录')
2026-07-26 10:03:47 | INFO  | ui_auto | 点击元素成功: button:has-text('登 录')
2026-07-26 10:03:47 | INFO  | ui_auto | 等待网络空闲...
2026-07-26 10:03:47 | INFO  | ui_auto | 等待企业选择弹窗...
2026-07-26 10:03:47 | INFO  | ui_auto | 等待元素可见: .ant-modal-body
2026-07-26 10:03:47 | INFO  | ui_auto | 选择第一个企业
2026-07-26 10:03:47 | INFO  | ui_auto | 等待元素可点击: .ant-modal-body [style*='cursor: pointer']
2026-07-26 10:03:48 | INFO  | ui_auto | 点击元素成功: .ant-modal-body [style*='cursor: pointer']
2026-07-26 10:03:48 | INFO  | ui_auto | 等待网络空闲...
2026-07-26 10:03:48 | INFO  | ui_auto | 等待元素隐藏: .ant-modal-body
2026-07-26 10:03:48 | INFO  | ui_auto | 企业选择完成，弹窗已关闭
2026-07-26 10:03:48 | INFO  | ui_auto | ===== 登录流程完成 =====
2026-07-26 10:03:48 | INFO  | ui_auto | 通过菜单导航 → 基础配置 → 账户管理
2026-07-26 10:03:49 | INFO  | ui_auto | 等待元素可点击: aside.ant-layout-sider li.ant-menu-item:has-text('账户管理')
2026-07-26 10:03:49 | INFO  | ui_auto | 点击元素成功: aside.ant-layout-sider li.ant-menu-item:has-text('账户管理')
2026-07-26 10:03:49 | INFO  | ui_auto | 等待网络空闲...
2026-07-26 10:03:51 | INFO  | ui_auto | 当前 URL: http://erp-dev.guanggujinxin.com/#/micro/erp/basic/account-management
2026-07-26 10:03:51 | INFO  | ui_auto | 等待元素可点击: .ant-tabs-tab:has-text('往来账户')
2026-07-26 10:03:51 | INFO  | ui_auto | 点击元素成功: .ant-tabs-tab:has-text('往来账户')
2026-07-26 10:03:51 | INFO  | ui_auto | 点击新建按钮
2026-07-26 10:03:51 | INFO  | ui_auto | 等待元素可点击: button:has-text('新 建')
2026-07-26 10:03:51 | INFO  | ui_auto | 点击元素成功: button:has-text('新 建')
2026-07-26 10:03:51 | INFO  | ui_auto | 等待元素可见: .ant-modal:visible, .ant-modal-wrap:not([style*='display: none']) .ant-modal
2026-07-26 10:03:51 | INFO  | ui_auto | 新增弹窗已打开
2026-07-26 10:03:51 | INFO  | ui_auto | 选择往来客户: 腾讯
2026-07-26 10:03:53 | INFO  | ui_auto | 已选择客户
2026-07-26 10:03:53 | INFO  | ui_auto | 填写账户表单: 账号=62031431, 户名=测试户名031431
2026-07-26 10:03:53 | INFO  | ui_auto | 账号已填入 input#1
2026-07-26 10:03:53 | INFO  | ui_auto | 户名已填入
2026-07-26 10:03:53 | INFO  | ui_auto | 备注已填入: 自动化测试
2026-07-26 10:03:53 | INFO  | ui_auto | 选择开户行: 中国银行
2026-07-26 10:03:54 | INFO  | ui_auto | 已选择开户行: 中国银行
2026-07-26 10:03:55 | INFO  | ui_auto | 提交账户表单
2026-07-26 10:03:55 | INFO  | ui_auto | 等待元素可点击: .ant-modal .ant-modal-footer button.ant-btn-primary
2026-07-26 10:03:55 | INFO  | ui_auto | 点击元素成功: .ant-modal .ant-modal-footer button.ant-btn-primary
2026-07-26 10:03:55 | INFO  | ui_auto | 等待元素隐藏: .ant-modal
2026-07-26 10:03:55 | INFO  | ui_auto | 等待网络空闲...
2026-07-26 10:03:55 | INFO  | ui_auto | 账户表单已提交，弹窗已关闭
2026-07-26 10:03:55 | INFO  | ui_auto | 搜索往来客户: 腾讯
2026-07-26 10:03:55 | INFO  | ui_auto | 等待元素可见: input[placeholder='请输入往来客户']
2026-07-26 10:03:55 | INFO  | ui_auto | 输入文本成功: input[placeholder='请输入往来客户']
2026-07-26 10:03:55 | INFO  | ui_auto | 等待元素可点击: button:has-text('查 询')
2026-07-26 10:03:55 | INFO  | ui_auto | 点击元素成功: button:has-text('查 询')
2026-07-26 10:03:55 | INFO  | ui_auto | 等待网络空闲...
2026-07-26 10:03:55 | INFO  | ui_auto | 新增往来账户: 62031431 / 测试户名031431
2026-07-26 10:03:55 | INFO  | ui_auto | ========== test_add_customer_account 通过 ==========
2026-07-26 10:03:55 | INFO  | ui_auto | ===== 用例上下文已关闭 =====
2026-07-26 10:03:57 | INFO  | ui_auto | 已设置 localStorage: debug_micro_apps=web-erp
2026-07-26 10:03:57 | INFO  | ui_auto | ========== test_add_self_account 开始 ==========
2026-07-26 10:03:57 | INFO  | ui_auto | ===== 开始登录流程 =====
2026-07-26 10:03:57 | INFO  | ui_auto | 访问登录页面: http://erp-dev.guanggujinxin.com
2026-07-26 10:03:57 | INFO  | ui_auto | 等待网络空闲...
2026-07-26 10:03:58 | INFO  | ui_auto | 输入用户名: 15926689137
2026-07-26 10:03:58 | INFO  | ui_auto | 等待元素可见: input[placeholder*='手机']
2026-07-26 10:03:58 | INFO  | ui_auto | 输入文本成功: input[placeholder*='手机']
2026-07-26 10:03:58 | INFO  | ui_auto | 输入密码: ******
2026-07-26 10:03:58 | INFO  | ui_auto | 等待元素可见: input[type='password']
2026-07-26 10:03:58 | INFO  | ui_auto | 输入文本成功: input[type='password']
2026-07-26 10:03:58 | INFO  | ui_auto | 点击登录按钮
